DATA_ID,PRED_ID,PREY_SOURCE_NAME,PREY_DATABASE_NAME,BASIS_OF_PREY_ID,PHYSIOLOG_STATE,SED_ORIGIN,PREY_PARTS,PREY_LIFE_HIST_STAGE,COND_INDEX,PREY_SEX,PREY_SEX_RATIO,PREY_LEN_TYPE,PREY_MIN_LEN,PREY_MAX_LEN,PREY_MN_LEN,PREY_MAX_WIDTH,PREY_MIN_WIDTH,PREY_MN_WIDTH,BIOMASS,BIOMASS_QUALIFIER,PCT_BIOMASS,PCT_BIOMASS_QUALIFIER,N_CONS,N_CONS_QUALIFIER,PCT_N_CONS,PCT_N_CONS_QUALIFIER,VOL_CONS,VOL_CONS_QUALIFIER,PCT_VOL_CONS,PCT_VOL_CONS_QUALIFIER,FREQ_OCC,FREQ_OCC_QUALIFIER,PCT_FREQ_OCC,PCT_FREQ_OCC_QUALIFIER,IRI,PCT_IRI,IRIa,IIR,E,PREY_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_61B,Chip.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Chip.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Smac.1,Small fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Smac.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Smac.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Para.1,Small fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Para.1,Small crustaceans,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Para.1,Crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Para.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Para.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Pcro.1,Small fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Pcro.1,Crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Pcro.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Pcro.1,Shellfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Soce.1,Mullet,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Soce.1,Pinfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Soce.1,Small fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Soce.1,Crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Soce.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Asol.1,Small fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/15/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Mugi.1,Plankton,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Mugi.1,Detritus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Mugi.1,Surface Sediments,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Dasy.1,Shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Dasy.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Dasy.1,Detritus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Dasy.1,Surface Sediments,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Dasy.1,Shellfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Mullet,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Menhaden,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Pinfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Shad,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Catfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_61B,Sela.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/16/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Squilla empusa,,Not indicated ,,NA,,,,,,,,,,,,,,,,,18,,0.0525,,,,,,,,0.0576,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Penaeus spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,25,,0.0729,,,,,,,,0.0576,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Sicyonia spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,12,,0.035,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Unidentified shrimp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,8,,0.0233,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Callinectes sapidus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,85,,0.2478,,,,,,,,0.4176,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Callinectes danae,,Not indicated ,,NA,,,,,,,,,,,,,,,,,5,,0.0146,,,,,,,,0.0432,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Hepatus apheliticus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Unidentified crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,7,,0.0204,,,,,,,,0.1008,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Unidentified fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,106,,0.309,,,,,,,,0.288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Flatfish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Astrocopusy-graceum,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Lactophrys tricornis,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Unidentified eels,,Not indicated ,,NA,,,,,,,,,,,,,,,,,3,,0.0087,,,,,,,,0.0432,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Galeichthys felis,,Not indicated ,,NA,,,,,,,,,,,,,,,,,22,,0.0641,,,,,,,,0.0864,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Diodon hystrix,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Rachycentron canadum,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Unidentified snappers,,Not indicated ,,NA,,,,,,,,,,,,,,,,,2,,0.0058,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Tarpon atlanticus ,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Ogocephalus vespertilio,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0432,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Paralichthys spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Symphurus plagiusa,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Echeneis naucrates,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Prionotus spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,10,,0.0292,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Trichiurus lepturus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,3,,0.0087,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Selene vomer,,Not indicated ,,NA,,,,,,,,,,,,,,,,,6,,0.0175,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Carcharinus spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Galeocerdo cuvier,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Sphyrna tiburo,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Sciaenops ocellata,,Not indicated ,,NA,,,,,,,,,,,,,,,,,2,,0.0058,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Piece of a large skate or ray,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Parts of 3 large sea turtles,,Not indicated ,,NA,Fragments,,,,,,,,,,,,,,,,3,,0.0087,,,,,,,,0.0432,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Fasciolaria spp,,Not indicated ,,NA,Opercula,,,,,,,,,,,,,,,,2,,0.0058,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Squid,,Not indicated ,,NA,,,,,,,,,,,,,,,,,2,,0.0058,,,,,,,,0.0864,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Feathers,Aves,Not indicated ,,NA,Feathers,,,,,,,,,,,,,,,,0,,0,,,,,,,,0.1584,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Strawhat,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Shoe,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Cardboard box,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Large section  of shrimp net,,Not indicated ,,NA,,,,,,,,,,,,,,,,,2,,0.0058,,,,,,,,0.0288,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Corn cob,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Gcuv.1,Bird skull,Aves,Not indicated ,,NA,Skull,,,,,,,,,,,,,,,,1,,0.0029,,,,,,,,0.0144,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Ctau.1,Squilla empusa,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.3333,,,,,,,,0.5,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Ctau.1,Galeichthys felis,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.3333,,,,,,,,0.25,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Ctau.1,Unidentified fish,,Not indicated ,,NA,,,,,,,,,,,,,,,,,1,,0.3333,,,,,,,,0.5,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Penaeus spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,25,,0.188,,,,,,,,0.25,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Penaeus aztecus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,2,,0.015,,,,,,,,0.05,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Squilla empusa,,Not indicated ,,NA,,,,,,,,,,,,,,,,,22,,0.1654,,,,,,,,0.075,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Sicydonia spp,,Not indicated ,,NA,,,,,,,,,,,,,,,,,14,,0.1053,,,,,,,,,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Penaeus setiferus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,6,,0.0451,,,,,,,,,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Unidentified crabs,,Not indicated ,,NA,,,,,,,,,,,,,,,,,6,,0.0451,,,,,,,,0.075,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
ACT_5K,Cleu.1,Callinectes sapidus,,Not indicated ,,NA,,,,,,,,,,,,,,,,,11,,0.0827,,,,,,,,0.15,,,,,,,,05/17/17,Michelle Abascal,10/07/17,James Simons,,
